artist_name,birth_year,title,artwork_date
Domingo López,1942,Phases of Time (The Present) (Fases del Tiempo (el Presente)),1967.0
Adriana Jadranka Maraž,1931,Fragile,1968.0
Alexander Semenovitch Vedernikov,1898,Still Life with Berries,1960.0
Mieczyslaw Wejman,1912,IN THE DEPTHS,1960.0
Velox Ward,1901,America: The Third Century,1975.0
Costantino Nivola,1911,America: The Third Century,1975.0
Fritz Scholder,1937,Kent Bicentennial Portfolio: Spirit of Independence,1974.0
Colleen Browning,1923,Kent Bicentennial Portfolio: Spirit of Independence,1974.0
G. D. De Monfried,1856,PAUL GAUGUIN,
Dongkuk S. Ahn,1937,"Rupa, Ephemeral",1963.0
Jerry Anderson,1938,Sun Lawn II,1972.0
Stanislav Wojtowicz,1920,DREAM XXXVI,1957.0
Friedrich Feigl,1884,The Finding of Moses (Die Auffindung Moses),1925.0
Isabel Pons,1912,Bird and Fountain (Passaro e fonte),1960.0
Paolo Boni,1926,Musée Grimaldi-Antibes,1965.0
Hermann Huber,1888,At The Canal,1907.0
Jan Cox,1919,Children Playing,1949.0
Paolo Carosone,1941,Memories Begin at Night Under the Breath of the Wind,1965.0
Jozef Israels,1824,Stumbling Old Man,1898.0
Oskar Laske,1874,Sappers at Work on the Vistula (Pionierarbeit an der Weichsel),1915.0
Nobuyoshi Araki,1940,Untitled from the Museum in Progress project Travelling Eye,1996.0
Eduardo Arroyo,1937,Notes From Guernica,1970.0
A. R. de Ycaza,1915,A Tiniebla,1948.0
Willie Birch,1942,Million Man March,1995.0
Mon Levinson,1926,New York Ten,1964.0
Robert Kulicke,1924,New York Ten,1964.0
Emilio Bertonati,1934,Meditazione su un eclisse,1965.0
Carl (Carlo) Mense,1886,"Good Friday (Karfreitag) from the periodical in portfolio form Die Schaffenden, vol. 1, no. 4",1919.0
Felix Meseck,1883,Illustration for Act IV from Shakespeare's The Tempest (Der Sturm),1922.0
Anthony Donaldson,1939,Christine,1973.0
John Hoyland,1934,"Red, Blue",1969.0
Richard Zoellner,1909,Fragment from the East,1963.0
Paul Huxley,1938,Untitled No. 8,1973.0
Riva Helfond,1910,Who's Who in the Zoo,1941.0
Reinhold Nägele,1884,HOHENSTAUFEN AND THE RECHBERG RUIN,1913.0
Willi Geiger,1878,Untitled from the portfolio MASK AND FLOWERS,1965.0
Floris Jespers,1889,NUDE WOMAN AND SNAKE,
James Bruce Grashow,1942,PIG PARADE,1966.0
Billy Al Bengston,1934,Night Running (Noche Corrida),1982.0
Stanley Boxer,1926,Berkshire Glory,1997.0
Alexander Olbricht,1876,Ornamental Composition (Dekorative Komposition),
Georg Walter Roessner,1885,THE BALCONY,
Equipo Crónica,1964,Alpino,1974.0
Rafael Solbes,1940,Alpino,1974.0
Manuel Valdes,1942,Alpino,1974.0
Mervin Jules,1912,SEAL AND PENGUINS,1941.0
Jill Giegerich,1952,Untitled (Figure Inside Architecture),1979.0
Juliet Kepes,1919,"Lion, M.A",1941.0
Chet La More,1908,Hi Diddle Diddle,1936.0
Otto Schoff,1884,Blond Girl (Blondes Mädchen),
Paul Adolf Seehaus,1891,Rotating Lighthouse (Rotierender Leuchtturm),1913.0
Leonard Pytlak,1910,"ROCKPORT, MASSACHUSETTS",1941.0
Walter Feldman,1925,Cape Tundra,
Herbert W. Kapitzki,1925,Programmed Picture,1964.0
Hulda Robbins,1910,Winter in the City,1941.0
Kiawak Ashoona,1933,Musk Ox,1963.0
Harry Sternberg,1904,THE ZOO,1941.0
John Shaw,1948,Brookyln Bridge I,1981.0
Karl Walser,1877,Costume Designs (Kostüm Entwürfe),
Cyril Edward Power,1872,Speed Trial,1932.0
Parr,1893,"Geese, Man and Animals",1963.0
Pauta Saila,1917,Bear,1963.0
Renée Sintenis,1888,Boy with Dog (Junge mit Hund),1923.0
Adolf Benca,1959,Translation and Metaphor,1980.0
Pitseolak Ashoona,1904,Happy Family,1963.0
Tadeusz Myslowski,1943,"Towards Organic Geometry: 163 Selected Photographic Images, 1972-1994",1994.0
Wendela Boreel,1895,Nellie Burton,1914.0
Jaune Quick-to-See Smith,1940,Fish For a Lifetime,1993.0
Pudlo Pudlat,1916,Running Rabbit,1963.0
Lee Chesney,1920,Pierced and Beset,1951.0
Rochelle Feinstein,1947,Pink and Blue from the portfolio Inside-Out,1980.0
Gordon Holler,1935,"Nude Series 10, Reclining Figures",1972.0
Jan Montyn,1924,On the Frontier,1979.0
Otto Von Wätjen,1881,Theater Box,
Clarence William Anderson,1891,The Last Stand,1906.0
Sam Kaner,1924,Gargantua,1954.0
Yukinori Yanagi,1959,Wandering Position,1997.0
John Clem Clarke,1937,Chardin - The Bubble Blower,1970.0
Bogdan Achimescu,1965,Mr. Golota,1996.0
Francisco Amighetti Ruiz,1907,Burial (Entierro),1942.0
Luis Alberto Acuña,1904,Self Portrait (Autoretrato),1941.0
Derek Boshier,1937,Untitled from The Institute of Contemporary Arts Portfolio,1964.0
Tony Jannetti,1947,Robert Le Ver Seeks Entrance to the Great Lady's Nation,1982.0
Alfredo Guido,1892,Old Quebracho Tree (Viejo quebracho),1932.0
Patrick Hughes,1939,Brick Door from The Institute of Contemporary Arts Portfolio,1964.0
Stow Wengenroth,1906,City Street,1933.0
Yayanagi Tsuyoshi,1933,Reflecting Image,1968.0
Charles Long,1958,Internalized Page Project,1997.0
Jiří John,1923,The Coast from Eastern European Prints,1969.0
Ion Bitzan,1924,Eastern European Prints,1966.0
Marcel Chirnoaga,1930,Eastern European Prints,1966.0
Arnold Gross,1929,Eastern European Prints,1966.0
Béla Kondor,1931,Eastern European Prints,1966.0
Danuta Leszczynska-Kluza,1926,Eastern European Prints,1966.0
Jaroslav Šerých,1923,Eastern European Prints,1966.0
Marjan Pogačnik,1920,Eastern European Prints,1966.0
Robert Breer,1926,The New York Collection for Stockholm,1973.0
Hans Haacke,1936,The New York Collection for Stockholm,1973.0
Alex Hay,1930,The New York Collection for Stockholm,1973.0
Kenneth Noland,1924,The New York Collection for Stockholm,1973.0
Kathan Brown,1935,Dog Leaping,1971.0
Deborah Oropallo,1954,Railing,1998.0
Ian Colverson,1940,Portrait No. 2,1970.0
Giuseppe Guerreschi,1929,GIRLS FROM BRERA (Ragazze di Brera),1959.0
Doug Edge,1942,Self-Portrait of a Shave and Haircut,1970.0
Johannes Gachnang,1939,PLAN FOR A RESTING PLACE DEDICATED TO CHARLES-LOUIS MERYON,1970.0
Dan Rizzie,1951,Stage,1982.0
Alberto Biasi,1937,ENNE,1960.0
Yukio Hideshima,1934,Soul Music - Basket A,1970.0
Gifford Beal,1879,The Net Wagon,1932.0
Propyläen-Verlag,1919,Orazio from the portfolio Six Latin Writers and Poets,1975.0
Colin Lee,1953,Angel Island Smuggler's Story,1979.0
Antoine Prinner,1902,La Femme Tondue,1946.0
Takeshi Kawashima,1930,Yellow and Silver A-B from an untitled series,1968.0
Judy Chicago,1937,Flashback,1965.0
Jakob (Jack) Friedrich Bollschweiler,1888,"Nursery (Gärtnerei) (plate, preceding p. 353) from the periodical Das Kunstblatt, vol. 1, no. 12 (Dec 1917)",1917.0
Marcelle Wahl,1888,THE ERLKING,
Wendell Brooks,1939,Plowboy,1961.0
Clinton Adams,1918,Untitled (Venus in Cibola I),1968.0
Anthony Currell,1942,Miners' Forms,1963.0
Russell Limbach,1904,"The American Scene, no. 2",1934.0
Charles Locke,1899,"The American Scene, no. 2",1934.0
George Biddle,1885,Lilies,1928.0
Ray Lauzzana,1941,I Heard from Passing Renegades,1971.0
Ángel Bracho,1911,Huichol Fiesta,1940.0
Otto Gleichmann,1887,"Transience (Vergänglichkeit) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 2, no. 5 (May 1918)",1918.0
Eugen Kirchner,1865,"November (plate, facing page 216) from the periodical Pan, vol. II, no. 3 (Oct-Nov-Dec 1896)",1896.0
Ralph Maradiaga,1934,Positive Print,1971.0
Jacob Burck,1907,"The American Scene, no. 1",1933.0
Werner Gothein,1890,"Kiss (Kuss) (plate, preceding p. 129) from the periodical Das Kunstblatt, vol. 2, no. 5 (May 1918)",1918.0
Matsumura Sadaiku,1936,Floating No. 2,1969.0
Julius Thiengen Bloch,1888,Patroness of the Arts,1929.0
Luis B. Caputo Demarco,1899,Fábulas nativas,1939.0
Robert Moon,1941,Swami Vishnu #5,1970.0
Yves Gaucher,1934,"HOMAGE TO WEBERN, II",1963.0
Max Gubler,1898,"Commune (Kommune) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 2, no. 7 (Jul 1918)",1918.0
Richard Janthur,1883,Elephant Trainers (Elefantentrainer),1913.0
Akira Matsumoto,1936,An Extra Was Issued,1964.0
Julio Castellanos,1905,The Injured Eye (El Ojo enfermo),1935.0
Maryan S. Maryan,1927,PERSONNAGES,1962.0
Ado Sato,1936,The Cage,1969.0
Tony Fitzpatrick,1958,My Snake Bit Heart,1993.0
Alice Standish Buell,1892,"Old Covered Bridge at Night, Woodstock, VT",1933.0
Otto Lange,1879,"Foxes (Füchse) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 1, no. 11 (Nov 1917)",1917.0
Alexandre Lunois,1863,DRESSING,1895.0
Hideo Yoshihara,1931,Inside the Room - Curtain,1970.0
John Carroll,1892,"Ione, No. 2",1929.0
Robert Graham,1938,Untitled from the Figure/Table Series,1975.0
John Hunter,1934,Title page (I) from the portfolio Going Hollywood,1969.0
Mary Cassatt,1844,Under the Horse-Chestnut Tree,1896.0
Samuel Chamberlain,1895,Church and Market Place at Senlis,1939.0
Fritz Schaefler,1888,"Traveling Circus (Wanderzirkus) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 2, no. 12 (Dec 1918)",1918.0
Juvenal Sansó,1929,CRUSTACE,1960.0
Wilhelm Schmid,1892,"Singer (Sängerin) (plate, preceding p. 65) from the periodical Das Kunstblatt, vol. 1, no. 3 (Mar 1917)",1917.0
Isidoro Ocampo,1910,"10 de julio, 1936. Y el enano cobarde y asesino, autor de la matanza, huyó de Yucatá. Frente único de los trabajadores del volante",1938.0
Hans Purrmann,1880,Seated Nude (Sitzender Mädchenakt mit erhobenen Armen),1920.0
Georg Schrimpf,1889,"Untitled (Girl with Doves) [Ohne Titel (Mädchen mit Tauben)] (plate, preceding p. 33) from the periodical Das Kunstblatt, vol. 1, no. 2 (Feb 1917)",1917.0
Glen Alps,1914,T-7,1961.0
Milly Steger,1881,"Caryatid (Karyatide) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 1, no. 7 (Jul 1917)",1917.0
Stanislaus Stückgold,1880,"Fulfillment (Erfüllung) (plate, preceding p. 257) from the periodical Das Kunstblatt, vol. 1, no. 9 (Sep 1917)",1917.0
Ludwig Wachlmeier (or Aloys Ludwig Wach),1892,"In Front of the Café (Vor dem Café) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 1, no. 6 (Jun 1917)",1917.0
Julião Sarmento,1948,Stain-Bite-Shoulder,1996.0
Christian Schumann,1970,Ah Geef Op!,1996.0
Samuel Maitin,1928,Laird-God-Army,1969.0
Charles Mattox,1910,Green Realeau Form with Red Cube,1968.0
Nicolai Cikovsky,1894,The Monument,1932.0
Cléanthe (Cléante Carr),1911,"""Charlot"" (Portrait of Charlie Chaplin)",1932.0
George Constant,1892,"Head of a Girl, Full Face, with Necklace",1892.0
Louis Bunce,1907,Untitled (I from Untitled Suite),1961.0
Gordon Cook,1927,Headland IV,1963.0
Grenville Davey,1961,Pair A from Eye,1993.0
General Idea,1969,AIDS (Project for Ontario Dentist),1988.0
Fernando Leal,1896,Dance of the Half Moon (La danza de la media luna),1923.0
Glenn O. Coleman,1887,Bleeker Street,1928.0
Fernando López Anaya,1907,Marina,1942.0
José Meléndez Contreras,1921,The Lantern,
Waldimiro Melgarejo Muñoz,1908,In the Ring (En la pista),1933.0
Federico Guzmán,1964,Wetback 91',1991.0
Waldo Díaz-Balart,1931,QUATRO SERIGRAFIAS,1965.0
Tony Bevan,1951,Untitled from The Meeting,1993.0
Hugh Townley,1923,Title page from The Magus,1969.0
Richard Mock,1944,Urban Arms,1989.0
Mario Yrisarry,1934,Graphik USA,1966.0
Marvin Israel,1924,Graphik USA,1966.0
"Francisco (""Pancho"") Mora",1922,The Indianilla Consommés (Los Caldos de Indianilla),1943.0
Morgan Dennis,1892,Looks Just Like Me,1906.0
Olin Dows,1904,Washing: Tlalpam,1933.0
Mabel Dwight,1876,Guignolette,1927.0
María Catalína Otero Lamas,1909,Fisherwoman (Pescadores),1940.0
Bernard Rosenthal,1914,Things Invisible to See,1960.0
Lino Eneas Spilimbergo,1896,Head of an Indian (Cabeza de un indio),1933.0
Knut Rumohr,1916,The Bullfighters,1954.0
Demetrio Urruchúa,1902,The Beast and the Axe (La Bestia y el hacha),1941.0
François Arnal,1924,Tales of the Meep,1962.0
Øistein Thurman,1922,The Tree,1955.0
Ignacio Aguirre,1900,Unión de Obreros de Artes Gráficas de los Talleres Comerciales (Union of Graphic Arts Workers in Commercial Workshops),1940.0
David Budd,1927,Monica Variety,1962.0
Timothy West,1937,Cow Pasture,1955.0
Georg Muche,1895,Masters' Portfolio of the Staatliches Bauhaus (Meistermappe des Staatlichen Bauhauses),1923.0
Lawrence Stafford,1938,New York l0/69,1968.0
Kenneth Showell,1939,New York l0/69,1968.0
William Pettet,1942,New York l0/69,1968.0
Ernest Fiene,1894,Hudson River Boat,1928.0
Elias Friedensohn,1924,Three,1962.0
Amèrico Balán,1915,Un Cafecito,1900.0
Vaughn Flannery,1898,Morning Workout,
Lauren Ford,1891,"Milton Creek, Thanksgiving Day",1930.0
Ray Brown,1933,Photograph and Dinner,1964.0
Arnold Friedman,1879,The Race Track,1932.0
Ada V. Gabriel,1898,Mr. Rydaick's Castle,1935.0
Higa Yoshiharu,1938,The Early in 1969...,1969.0
Rainer Küchenmeister,1926,N (Napoleon),1968.0
Uwe Lausen,1941,Patrol,1968.0
Anne Goldthwaite,1869,Pool Room,1935.0
Mavis Pusey,1928,Frozen Vibration,1968.0
Joseph Webster Golinkin,1896,Modern Art,1932.0
Hilda Morris,1911,Tuesday's Guest,1962.0
Rosella Hartman,1894,Still Life with Paper Bag,1934.0
John Muench,1914,Night Voyage (Voyage de nuit),1961.0
William E. Hentschel,1892,Deer,1930.0
Stefan Hirsch,1899,Old Lady Knitting,1928.0
Irene Siegel,1932,Hollywood Nap from Bliss Suite,1967.0
Martin Barooshian,1929,Venus Worship,1965.0
Benton Spruance,1904,The Sea - Galilee,1961.0
Joyce Treiman,1922,Title page from The Mirrored Couple,1961.0
Eloise Howard,1889,February Sunshine,1931.0
Ulfert Wilke,1907,Arrow,1961.0
Mabuchi Toru,1920,AFTERNOON SUN,1953.0
Ivan (Vial Williams) Vial,1928,DECORATION FOR A LADY,1965.0
Joe Goode,1937,Floating Cards,1969.0
Charles Klabunde,1934,THE TEMPTATION OF ST. ANTHONY,1964.0
Alena Kučerová,1935,The Cliff,1967.0
Terry Atkinson,1939,"Map of an Area of Dimensions 12"" x 12"" Indicating 2,304 1/4"" Squares",1967.0
Michael Baldwin,1945,"Map of an Area of Dimensions 12"" x 12"" Indicating 2,304 1/4"" Squares",1967.0
Ger van Elk,1941,Mont Blanc Mountain,1979.0
Richard Estes,1932,Untitled from the portfolio Urban Landscapes No. 2,1979.0
Claude Garache,1929,Ixe II,1977.0
Reva Urban,1925,Title page from the portfolio Trembling Then...,1962.0
Alfred Hofkunst,1942,Bundle of Straw,1974.0
Karl Kasten,1916,Civitaveccia,1968.0
Leon Kroll,1884,Girl Sleeping,1933.0
Konrad Klapheck,1935,Inquisition,1976.0
Lois Lane,1948,Untitled from the portfolio Six Aquatints,1979.0
Félix Rozen,1938,Three Black Bands (Trois bandes noires),1979.0
Noemi Smilansky,1918,Split Image I,1968.0
James Strombotne,1934,Title page from the portfolio Recognitions,1968.0
Theodor Werner,1886,UNTITLED Plate 1 from SUDWEST '62,1962.0
Willibald Kramm,1891,ROMAN WALL Plate 2 from SUDWEST '62,1962.0
Georg Meistermann,1911,UNTITLED Plate 4 from SUDWEST '62,1962.0
Guenther C. Kirchberger,1928,UNTITLED Plate 6 from SUDWEST '62,1962.0
Emil Kiess,1930,UNTITLED Plate 7 from SUDWEST '62,1962.0
Harvey Daniels,1936,FOUR CAPS,1964.0
John Latham,1921,Bowl of Fruit,1921.0
Helen Joy Weinberg,1900,ANCIENT PRIESTS,1960.0
Ryah Ludins,1896,Dories,
James Kelly,1913,Title page from the portfolio 8 from 9,1963.0
G. Ray Kerciu,1933,Twist Now,1963.0
Mielatz,1864,Grand Central Station at Night,
Kenneth Hayes Miller,1876,Leaving the Shop,1929.0
William C. McNulty,1889,Ten Meter Class,1899.0
Willard Nash,1898,Merry-Go-Round,
Thomas W. Nason,1889,Approaching Spring,
Ida O'Keeffe,1889,Mt. Washington,1933.0
Walter Pach,1883,Woman Sewing,1921.0
Joseph Pollet,1897,Summer Camp,
Grant T. Reynard,1887,Metropolitan Print Room,1902.0
Louis A. Schmidt,1857,Queens Bridge,1929.0
Roderick Seidenberg,1889,Leavenworth,
Alex R. Stavenitz,1901,Talmedish,
Wendell Black,1919,Manna from Armenia,1963.0
Eugene Larkin,1921,Ram,1963.0
Robert Partin,1927,Apple Door,1963.0
John Grillo,1917,Title page from the portfolio Illuminations of Time and Space,1964.0
Jake Chapman,1966,Exquisite Corpse,2000.0
Dinos Chapman,1962,Exquisite Corpse,2000.0
Erle Loran,1905,Formation,1964.0
Nicola Costantino,1964,"Human Furrier, Nipple Corset",1999.0
Alice Baber,1928,Sun Circuit,1967.0
Michael Joo,1966,Small Vitrine,2000.0
Kerry James Marshall,1955,Rythm Mastr,1999.0
Doris Seidler,1912,Arkhaios,1964.0
Lisa Ruyter,1968,PECKINPAH,1999.0
Hugo Weber,1918,Black Punch,1964.0
William Frederick Weege III,1935,Kill for Christ from Peace is Patriotic,1967.0
Maxwell Bates,1906,Centennial Suite,1967.0
B.C. Binning (Bertram Charles Binning),1909,Centennial Suite,1967.0
Claude Breeze,1938,Centennial Suite,1967.0
Audrey Capel-Doray,1931,Centennial Suite,1967.0
Toni Onley,1928,Centennial Suite,1967.0
Brian Fisher,1939,Centennial Suite,1967.0
John Korner,1913,Centennial Suite,1967.0
Michael Morris,1942,Centennial Suite,1967.0
Takao Tanabe,1926,Centennial Suite,1967.0
Jack Shadbolt,1909,Centennial Suite,1967.0
Gordon A. Smith,1919,Centennial Suite,1967.0
Joel Smith,1929,Centennial Suite,1967.0
James Lesesne Wells,1902,Dance Fantasy,1928.0
Levon West,1900,"Lindbergh, Portrait",1940.0
David Bates,1952,White Roses,1999.0
Mildred E. Williams,1892,Riverside Drive,
Christopher Brown,1951,Trestle,2000.0
Cecily Brown,1969,Footsie,2000.0
Robert A. Nelson,1925,Halleyville,1964.0
Kenneth M. Adams,1897,Taos Indian,1965.0
Christian Marclay,1955,Drumsticks,2000.0
Beatriz Milhazes,1960,The Mirror (O Espehlo),2000.0
Ronald L. Grow,1934,Mavis' Temple,1965.0
Mahonri M. Young,1877,First Snow at Leonia,1916.0
Jack Pierson,1960,1989,2000.0
Jim Hodges,1957,1989,2000.0
Pae White,1963,"For Rent, Night Fish, City/Uncity, Unknown Rocks, My Melody, and Green Sheep from Untitled",1999.0
Raymond Jonson,1891,A-Print,1965.0
Kawase Hasui,1883,"Rain at Macgawa, Sashu Province",1932.0
José Pavón,1902,Laundry,1931.0
Ruth Asawa,1926,Desert Plant,1965.0
Florencia de Amesti,1925,Secreta espera,1965.0
Roser Llop Bru,1923,Camping,1966.0
Ruth Bessoudo Courvoisier,1914,Tapir-Metamorphosis (Tapir-metamorfose),1967.0
Dinora (Doudtchitsky),1914,Plancha,1960.0
Lea Kleiner,1929,Lolol,1965.0
José Costa Leite,1927,Xilogravura Popular do Nordeste (Popular Woodcuts of the Northeast),1968.0
Kengiro Azuma,1926,Nothingness,1965.0
J. J. Beljon,1922,Let's Be Lovers (Soyons amoureux),1965.0
André Bloc,1896,Evocation,1965.0
Kosso Eloul,1920,Hardfact,1965.0
Rita Eloul Letendre,1928,Impact,1965.0
Claire Falkenstein,1908,The Moving Point,1965.0
Byron McKeeby,1936,Monogatari,1965.0
Thomas Minkler,1933,Sisiutl Totem,1965.0
Francis Noel,1937,Elizabeth,1965.0
Gloria Cortella,1929,Tam. Lithograph No. I,1966.0
Enrique Montenegro,1917,Assassination,1966.0
Fred Cain,1938,Elkins Park,1967.0
Robert Cremean,1932,The Fourteen Stations of the Cross,1966.0
Ernst Van Leyden,1892,Whirl,1967.0
Greg Curnoe,1936,"Hockey Stick Blades from West Lions Park, London from Toronto 20",1965.0
William Kurelek,1927,The Hound of Heaven from Toronto 20,1965.0
Pierre Ayot,1943,FOLLOW THE WOMAN,1965.0
Alistair Macready Bell,1913,BLACK VULTURE,1958.0
James Henderson Boyd,1928,One Red Maple Leaf,1964.0
Jack Bush,1909,Five Colour Prints,1965.0
Sheldon Cohen,1949,FSP/8 X J2,1966.0
Francois Dallegret,1937,URBATOMIC,1967.0
John K. Esler,1933,FREEWAY AND THE CHERRY ORCHARD NO. 2,1966.0
Sorel Etrog,1933,FIGURE #2,1966.0
Michel Fortier,1943,THE FLY #1,1966.0
Richard Lacroix,1939,VARIANT VI - B,1966.0
Jean McEwen,1923,HOMAGE TO THE POETS,1965.0
Guido Molinari,1933,ENCIRCLING WHITE,1967.0
Alfredo da Silva,1935,FORM NO. 1,1964.0
Francois Thépot,1925,CHESSBOARD,1966.0
Tony DeLap,1927,TRIPLE TROUBLE,1967.0
Alfred Hrdlicka,1928,ROLL-OVER MONDRIAN (GOOD FRIDAY),1966.0
Berto Lardera,1911,Homage to Rodin (Hommage à Rodin),1967.0
Alun Leach-Jones,1937,SCREENPRINT NO. III. LAST STOP,1967.0
Bengt Böckman,1936,ADMINISTRATION U,1966.0
Eberhard Eggers,1939,Paraphrases on Beautiful Postcards,1966.0
Sakiko Ide,1927,Chrysanthemum,1967.0
Francois Lunven,1942,Corseted Pulp (Pulpe Corsetée),1963.0
Hannes Postma,1933,PARAVAL,1964.0
Miroslav Šutej,1936,BUNN - BUNN,1967.0
Enrico Prampolini,1894,Syntheses of Naples,1930.0
Jankel Adler,1895,Two Rabbis,1942.0
Jean Bazaine,1904,The Flame and the Diver,1953.0
Elmer Bischoff,1916,Girl Wading,1959.0
Vasudeo S. Gaitonde,1924,"Painting, 4",1962.0
Francisco Borès,1898,The Fitting,1934.0
John Randall Bratby,1928,Nell and Jeremy Sandford,1957.0
Michael Gross,1920,Small Figure on Blue,1964.0
Check  Boterf,1934,Red and Blue,1968.0
Frida Kahlo,1907,Self-Portrait with Cropped Hair,1940.0
Nassos Daphnis,1914,Number 5-58,1958.0
Antonio Corpora,1909,Divided Hour,1958.0
Antonio Ruiz,1897,The New Rich,1941.0
Larry Zox,1936,Pettys Bright,1968.0
Lee Gatch,1902,Rainbow Rampage,1950.0
Ibrahim El-Salahi,1930,The Mosque,1964.0
Tadasky (Tadasuke Kuwayama),1935,B-171,1964.0
Ida E. Fischer,1883,Florida Bark,1951.0
Fletcher Martin,1904,Trouble in Frisco,1938.0
Theora Hamblett,1895,The Vision,1954.0
Herman Rose,1909,Tower and Tank,1947.0
Armando Morales Sequeira,1927,Spook Tree,1956.0
